mapSize,dist,time,start,end,,mapSize,dist,time,start,end
51564,22.3549,36.0089602470398,1653304617.39088,1653304653.39984,,50747,27.7809,43.6096904277802,1653304617.39088,1653304661.00057
43859,27.002,47.0049962997437,1653304752.53117,1653304799.53616,,60206,31.0671,49.0213751792908,1653304752.53117,1653304801.55254
,,0,,,,,,0,0,
,,0,,,,,,0,0,
,,0,,,,,,0,0,
,,0,,,,,,0,0,
,,0,,,,,,0,0,
,,0,,,,,,0,0,
,,0,,,,,,0,0,
,,0,,,,,,0,0,
