rosbagTimestamp,data
1653303615256404227,0.0
1653303615306013947,1288.0
1653303615356003138,1288.0
1653303615412358208,1288.0
1653303615455946163,1288.0
1653303615506323942,1288.0
1653303615556886446,1288.0
1653303615608144102,1288.0
1653303615656081276,1288.0
1653303615706866305,2024.0
1653303615756014495,2024.0
1653303615806113950,2024.0
1653303615856018774,2024.0
1653303615905971870,2024.0
1653303615955966750,2024.0
1653303616006221707,2024.0
1653303616055978272,2024.0
1653303616106192900,2024.0
1653303616155952167,2024.0
1653303616206746892,2024.0
1653303616255932129,2024.0
1653303616306824179,2024.0
1653303616357130303,2024.0
1653303616406691350,2024.0
1653303616456096645,2024.0
1653303616506282848,2024.0
1653303616556072289,2024.0
1653303616605958331,2024.0
1653303616655982675,2024.0
1653303616706026076,2024.0
1653303616756347615,2024.0
1653303616806705402,2024.0
1653303616856271526,2024.0
1653303616906184410,2024.0
1653303616956052932,2024.0
1653303617006434819,2024.0
1653303617056012925,2024.0
1653303617106513907,2024.0
1653303617162622125,2024.0
1653303617206281727,2024.0
1653303617256038232,2024.0
1653303617307387878,2024.0
1653303617356088538,2031.0
1653303617406005088,2031.0
1653303617456107950,2031.0
1653303617505989719,2031.0
1653303617555965030,2031.0
1653303617605965589,2031.0
1653303617656244891,2031.0
1653303617706035474,2031.0
1653303617755977167,2031.0
1653303617807506295,2031.0
1653303617856256019,2031.0
1653303617906503193,2031.0
1653303617956068922,2031.0
1653303618006036302,2031.0
1653303618056135266,2031.0
1653303618106196030,2031.0
1653303618156149211,2031.0
1653303618206238616,2031.0
1653303618256058290,2031.0
1653303618306102766,2031.0
1653303618356056015,2031.0
1653303618406872583,2031.0
1653303618458094656,2031.0
1653303618506455756,2031.0
1653303618555976927,2031.0
1653303618606022389,2031.0
1653303618656019187,2031.0
1653303618706133449,2031.0
1653303618756092873,2031.0
1653303618806037484,2031.0
1653303618856069730,2031.0
1653303618906072623,2031.0
1653303618955987538,2031.0
1653303619005946500,2031.0
1653303619056422219,2031.0
1653303619106081509,2031.0
1653303619156453743,2031.0
1653303619206388149,2031.0
1653303619256046026,2031.0
1653303619307501614,2031.0
1653303619356018300,2031.0
1653303619406233777,2031.0
1653303619456781637,2031.0
1653303619510427667,2031.0
1653303619556467242,2031.0
1653303619606315915,2031.0
1653303619656961330,2031.0
1653303619706115764,2031.0
1653303619756143781,2031.0
1653303619807426572,2031.0
1653303619856035676,2031.0
1653303619906889908,2031.0
1653303619958083871,2031.0
1653303620007368060,2031.0
1653303620056244276,2031.0
1653303620106067085,2031.0
1653303620156068270,2031.0
1653303620207476109,2031.0
1653303620257664542,2031.0
1653303620306033199,2031.0
1653303620358134604,2031.0
1653303620407218181,2031.0
1653303620456315802,2031.0
1653303620506230970,2031.0
1653303620556175572,2031.0
1653303620606880937,2031.0
1653303620657077734,2031.0
1653303620707666342,2031.0
1653303620756349215,2031.0
1653303620807372359,2031.0
1653303620856143209,2031.0
1653303620906526511,2031.0
1653303620956388466,2031.0
1653303621006345648,2031.0
1653303621056293631,2031.0
1653303621106159951,2031.0
1653303621156220522,2031.0
1653303621209064729,2031.0
1653303621257154687,2031.0
1653303621306433938,2031.0
1653303621356717586,2031.0
1653303621407190689,2031.0
1653303621456596075,2031.0
1653303621506280856,2031.0
1653303621556287868,2031.0
1653303621606458410,2031.0
1653303621658641626,2031.0
1653303621706569819,2031.0
1653303621756130611,2031.0
1653303621806777608,2031.0
1653303621856366856,2031.0
1653303621906345204,2031.0
1653303621956200750,2031.0
1653303622006872232,2031.0
1653303622056185412,2031.0
1653303622107052295,2031.0
1653303622156343628,2031.0
1653303622206860376,2031.0
1653303622256243856,2031.0
1653303622307004718,2031.0
1653303622356174900,2031.0
1653303622406838956,2031.0
1653303622462673110,2031.0
1653303622506852403,2031.0
1653303622556312927,2031.0
1653303622613650084,2031.0
1653303622656001797,2031.0
1653303622707783359,2031.0
1653303622756185368,2031.0
1653303622806944143,2031.0
1653303622856042631,2031.0
1653303622906039633,2031.0
1653303622957629046,2031.0
1653303623007604756,2031.0
1653303623057050571,2031.0
1653303623106989153,2031.0
1653303623157243352,2031.0
1653303623206022516,2031.0
1653303623256527559,2031.0
1653303623307276972,2031.0
1653303623356094497,2031.0
1653303623407020354,2031.0
1653303623457623648,2031.0
1653303623506149570,2031.0
1653303623556606024,2031.0
1653303623606582498,2031.0
1653303623656005384,2031.0
1653303623706250700,2031.0
1653303623756755735,2031.0
1653303623810833896,2031.0
1653303623856269645,2031.0
1653303623906515992,2031.0
1653303623955943546,2031.0
1653303624005974409,2031.0
1653303624055962742,2031.0
1653303624105980407,2031.0
1653303624156016096,2031.0
1653303624206541134,2031.0
1653303624258577566,2031.0
1653303624306000140,2031.0
1653303624356256485,2031.0
1653303624406041915,2031.0
1653303624456230999,2031.0
1653303624507734599,2031.0
1653303624556576373,2031.0
1653303624607198303,2031.0
1653303624658405925,2031.0
1653303624706062958,2031.0
1653303624756627175,2031.0
1653303624807150381,2031.0
1653303624856050684,2031.0
1653303624910107240,2031.0
1653303624956062169,2031.0
1653303625006212429,2031.0
1653303625056553285,2031.0
1653303625105946383,2031.0
1653303625156171106,2031.0
1653303625205940618,2031.0
1653303625255997932,2031.0
1653303625307066961,2031.0
1653303625356825762,2031.0
1653303625406236055,2031.0
1653303625456016834,2031.0
1653303625506052428,2031.0
1653303625556018249,2031.0
1653303625606321048,2031.0
1653303625656139501,2031.0
1653303625706016931,2031.0
1653303625758143090,2031.0
1653303625806160875,2031.0
1653303625856277646,2031.0
1653303625906108805,2031.0
1653303625957518050,2031.0
1653303626007681406,2031.0
1653303626056436492,2031.0
1653303626106926154,2031.0
1653303626156013378,2031.0
1653303626206332052,2031.0
1653303626257177035,2031.0
1653303626306304933,2031.0
1653303626356064387,2031.0
1653303626408336260,2031.0
1653303626458856162,2031.0
1653303626506314805,2031.0
1653303626556321974,2031.0
1653303626606819384,2031.0
1653303626657559958,2031.0
1653303626706624128,2031.0
1653303626756028897,2031.0
1653303626806595911,2031.0
1653303626856301135,2031.0
1653303626907551010,2031.0
1653303626955933567,2031.0
1653303627006682337,2031.0
1653303627056159709,2031.0
1653303627106266799,2031.0
1653303627155993208,2031.0
1653303627206203691,2031.0
1653303627255946232,2031.0
1653303627306486178,2031.0
1653303627356020070,2031.0
1653303627406005373,2031.0
1653303627456518228,2031.0
1653303627506129188,2031.0
1653303627556706822,2031.0
1653303627614624887,2031.0
1653303627656274406,2031.0
1653303627706460518,2031.0
1653303627756374310,2031.0
1653303627806956141,2031.0
1653303627858120503,2031.0
1653303627906058713,2031.0
1653303627955984796,2031.0
1653303628006018851,2031.0
1653303628058198088,2031.0
1653303628106185678,2031.0
1653303628156132224,2031.0
1653303628205961447,2031.0
1653303628256182279,2031.0
1653303628306042125,2031.0
1653303628356230149,2031.0
1653303628406822263,2031.0
1653303628456449166,2031.0
1653303628506183221,2031.0
1653303628555952144,2031.0
1653303628606178012,2031.0
1653303628656869318,2031.0
1653303628710288289,2031.0
1653303628756232871,2031.0
1653303628806016423,2031.0
1653303628858053811,2031.0
1653303628906591656,2031.0
1653303628959468577,2031.0
1653303629006148289,2031.0
1653303629056624072,2031.0
1653303629106035775,2031.0
1653303629156011561,2031.0
1653303629206950789,2031.0
1653303629256617106,2031.0
1653303629306079602,2031.0
1653303629357845086,2031.0
1653303629406891464,2031.0
1653303629456025605,2031.0
1653303629506405240,2031.0
1653303629562630580,2031.0
1653303629606337800,2031.0
1653303629656236952,2031.0
1653303629706550726,2031.0
1653303629756094373,2031.0
1653303629806473808,2031.0
1653303629859331955,2031.0
1653303629907432261,2031.0
1653303629956640000,2031.0
1653303630005956944,2031.0
1653303630056563574,2031.0
1653303630106035004,2031.0
1653303630156137563,2031.0
1653303630206283908,2031.0
1653303630256002182,2031.0
1653303630306055976,2031.0
1653303630355933337,2031.0
1653303630407306480,2031.0
1653303630457553257,2031.0
1653303630507225821,2031.0
1653303630556196328,2031.0
1653303630606016303,2031.0
1653303630656272665,2031.0
1653303630706070788,2031.0
1653303630756446327,2031.0
1653303630806423803,2031.0
1653303630856484870,2031.0
1653303630906078101,2031.0
1653303630955973897,2031.0
1653303631006196927,2031.0
1653303631056044005,2031.0
1653303631108436107,2031.0
1653303631155984744,2031.0
1653303631205958603,2031.0
1653303631256104997,2031.0
1653303631306013822,2031.0
1653303631356172317,2031.0
1653303631406105598,2031.0
1653303631457630159,2031.0
1653303631506318325,2031.0
1653303631555993513,2031.0
1653303631605917689,2031.0
1653303631655995563,2031.0
1653303631707065541,2031.0
1653303631756057020,2031.0
1653303631808420837,2031.0
1653303631856047111,2031.0
1653303631906124093,2031.0
1653303631956462493,2031.0
1653303632006844968,2031.0
1653303632056189924,2031.0
1653303632107220648,2031.0
1653303632156545188,2031.0
1653303632206210844,2031.0
1653303632256058917,2031.0
1653303632305957283,2031.0
1653303632356367357,2031.0
1653303632406090222,2031.0
1653303632456230978,2031.0
1653303632506093740,2031.0
1653303632556012080,2031.0
1653303632606177899,2031.0
1653303632656030816,2031.0
1653303632706277543,2031.0
1653303632758492894,2031.0
1653303632806696665,2031.0
1653303632856232555,2031.0
1653303632906529287,2031.0
1653303632957124599,2031.0
1653303633006020827,2031.0
1653303633056267470,2031.0
1653303633106004124,2031.0
1653303633156023104,2031.0
1653303633206175574,2031.0
1653303633255972353,2031.0
1653303633307676444,2031.0
1653303633355918429,2031.0
1653303633406120000,2031.0
1653303633456319972,2031.0
1653303633506724382,2031.0
1653303633556198480,2031.0
1653303633606156320,2031.0
1653303633656039871,2031.0
1653303633706599191,2031.0
1653303633756517474,2031.0
1653303633811486476,2031.0
1653303633857652661,2031.0
1653303633907587906,2031.0
1653303633955991774,2031.0
1653303634006527820,2031.0
1653303634057413443,2031.0
1653303634106230421,2031.0
1653303634156272098,2031.0
1653303634206539273,2031.0
1653303634255989224,2031.0
1653303634306043112,2031.0
1653303634356015878,2031.0
1653303634408317441,2031.0
1653303634456195776,2031.0
1653303634506562418,2031.0
1653303634556908092,2031.0
1653303634605999724,2031.0
1653303634656039104,2031.0
1653303634708692529,2031.0
1653303634756984132,2031.0
1653303634807590163,2031.0
1653303634856222582,2031.0
1653303634906785912,2031.0
1653303634956445404,2031.0
1653303635007230647,2031.0
1653303635056274273,2031.0
1653303635106522760,2031.0
1653303635156000350,2031.0
1653303635206021127,2031.0
1653303635255985973,2031.0
1653303635306740370,2031.0
1653303635356048938,2031.0
1653303635405995065,2031.0
1653303635456088203,2031.0
1653303635506074708,2031.0
1653303635555973519,2031.0
1653303635607070200,2031.0
1653303635656606594,2031.0
1653303635706220955,2031.0
1653303635756649463,2031.0
1653303635806628253,2031.0
1653303635856270450,2031.0
1653303635906314108,2031.0
1653303635957462017,2031.0
1653303636007239498,2031.0
1653303636056070507,2031.0
1653303636106589195,2031.0
1653303636156036779,2031.0
1653303636206117147,2031.0
1653303636256148689,2031.0
1653303636306056429,2031.0
1653303636355984005,2031.0
1653303636406107287,2031.0
1653303636456310398,2031.0
1653303636506549837,2031.0
1653303636556123338,2031.0
1653303636606618630,2031.0
1653303636656007857,2031.0
1653303636706012694,2031.0
1653303636756005919,2031.0
1653303636807748884,2031.0
1653303636856417532,2031.0
1653303636906324442,2031.0
1653303636959475576,2031.0
1653303637006065476,2031.0
1653303637056212378,2031.0
1653303637106388764,2031.0
1653303637156128702,2031.0
1653303637206019604,2031.0
1653303637256081570,2031.0
1653303637306026886,2031.0
1653303637356012126,2031.0
1653303637406433901,2031.0
1653303637456871048,2031.0
1653303637506293342,2031.0
1653303637555977966,2031.0
1653303637606428521,2031.0
1653303637656013179,2031.0
1653303637706581400,2031.0
1653303637756000763,2031.0
1653303637807355205,2031.0
1653303637856740759,2031.0
1653303637907245959,2031.0
1653303637956239385,2031.0
1653303638008598405,2031.0
1653303638056304515,2031.0
1653303638105982595,2031.0
1653303638156575027,2031.0
1653303638206016157,2031.0
1653303638256030089,2031.0
1653303638306901541,2031.0
1653303638356050336,2031.0
1653303638408255844,2031.0
1653303638455972164,2031.0
1653303638509480527,2031.0
1653303638556211948,2031.0
1653303638606544368,2031.0
1653303638656101929,2031.0
1653303638706702076,2031.0
1653303638756020526,2031.0
1653303638806199021,2031.0
1653303638856747794,2031.0
1653303638905975251,2031.0
1653303638956767037,2031.0
1653303639012226863,2031.0
1653303639056327220,2031.0
1653303639106249793,2031.0
1653303639156483118,2031.0
1653303639207092467,2031.0
1653303639256016928,2031.0
1653303639306020396,2031.0
1653303639355980908,2031.0
1653303639406482342,2031.0
1653303639456159723,2031.0
1653303639505983064,2031.0
1653303639556257695,2031.0
1653303639606331347,2031.0
1653303639655972748,2031.0
1653303639706052235,2031.0
1653303639756327964,2031.0
1653303639806550185,2031.0
1653303639857390389,2031.0
1653303639906505994,2031.0
1653303639957123598,2031.0
1653303640006154410,2031.0
1653303640056466882,2031.0
1653303640106077734,2031.0
1653303640156374485,2031.0
1653303640206511277,2031.0
1653303640256149370,2031.0
1653303640305947998,2031.0
1653303640356097821,2031.0
1653303640406012135,2031.0
1653303640456224976,2031.0
1653303640506164481,2031.0
1653303640556250129,2031.0
1653303640606158107,2031.0
1653303640656002095,2031.0
1653303640705979261,2031.0
1653303640756421410,2031.0
1653303640807783344,2031.0
1653303640856108388,2031.0
1653303640908623932,2031.0
1653303640960048027,2031.0
1653303641006727598,2031.0
1653303641056870531,2031.0
1653303641106051891,2031.0
1653303641156053118,2031.0
1653303641206009372,2031.0
1653303641255975942,2031.0
1653303641306129213,2031.0
1653303641356201781,2031.0
1653303641406261786,2031.0
1653303641456433026,2031.0
1653303641506053324,2031.0
1653303641556061294,2031.0
1653303641607652260,2031.0
1653303641657543047,2031.0
1653303641706117130,2031.0
1653303641756107960,2031.0
1653303641806428251,2031.0
1653303641856047413,2031.0
1653303641906289089,2031.0
1653303641956294415,2031.0
1653303642006293767,2031.0
1653303642058604248,2031.0
1653303642106959537,2031.0
1653303642156318604,2031.0
1653303642207467438,2031.0
1653303642256109267,2031.0
1653303642306459147,2031.0
1653303642356002833,2031.0
1653303642406207823,2031.0
1653303642456051441,2031.0
1653303642506011583,2031.0
1653303642558874435,2031.0
1653303642608568029,2031.0
1653303642656334671,2031.0
1653303642707382269,2031.0
1653303642756692981,2031.0
1653303642806002747,2031.0
1653303642857538389,2031.0
1653303642907401784,2031.0
1653303642958459193,2031.0
1653303643006787239,2031.0
1653303643057298019,2031.0
1653303643106017193,2031.0
1653303643157339041,2031.0
1653303643207031713,2031.0
1653303643255939702,2031.0
1653303643306087945,2031.0
1653303643356359133,2031.0
1653303643406249835,2031.0
1653303643456542111,2031.0
1653303643506991290,2031.0
1653303643556415333,2031.0
1653303643606053176,2031.0
1653303643656002610,2031.0
1653303643705948565,2031.0
1653303643775371374,2031.0
1653303643806190143,2031.0
1653303643857169214,2031.0
1653303643906766951,2031.0
1653303643956581101,2031.0
1653303644006311682,2031.0
1653303644056096857,2031.0
1653303644106976764,2031.0
1653303644157392314,2031.0
1653303644206473752,2031.0
1653303644256192778,2031.0
1653303644306029942,2031.0
1653303644358510104,2031.0
1653303644410329342,2031.0
1653303644456246827,2031.0
1653303644506127568,2031.0
1653303644556410800,2031.0
1653303644606902262,2031.0
1653303644655998473,2031.0
1653303644707587459,2031.0
1653303644756621456,2031.0
1653303644806192981,2031.0
1653303644856831575,2031.0
1653303644907454745,2031.0
1653303644957492386,2031.0
1653303645007878696,2031.0
1653303645056425640,2031.0
1653303645106196729,2031.0
1653303645159206542,2031.0
1653303645207720742,2031.0
1653303645257282404,2031.0
1653303645307314991,2031.0
1653303645356277691,2031.0
1653303645406680256,2031.0
1653303645456128846,2031.0
1653303645506285195,2031.0
1653303645557623570,2031.0
1653303645606087547,2031.0
1653303645656084075,2031.0
